,x_in_0,x_in_1,x_in_2,x_in_3,x_in_4,x_in_5,x_in_6,x_in_7,x_in_8,x_in_9,x_in_10,x_in_11,x_in_12,x_in_13,x_in_14,x_in_15,x_in_16,x_in_17,x_in_18,x_in_19,x_in_20,x_in_21,x_in_22,x_in_23,x_in_24,x_in_25,x_in_26,x_in_27,x_in_28,x_in_29,y_in_0,y_in_1,y_in_2,y_in_3,y_in_4,y_in_5,y_in_6,y_in_7,y_in_8,y_in_9,y_in_10,y_in_11,y_in_12,y_in_13,y_in_14,y_in_15,y_in_16,y_in_17,y_in_18,y_in_19,y_in_20,y_in_21,y_in_22,y_in_23,y_in_24,y_in_25,y_in_26,y_in_27,y_in_28,y_in_29,x_out_0,x_out_1,x_out_2,x_out_3,y_out_0,y_out_1,y_out_2,y_out_3,height,width,center_x,center_y,rotation
0,2.3375787207046526,3.8544983635052197,4.974941611049157,5.768399968651148,7.087341392385979,8.006410780475122,9.276595685368155,10.387838164680693,11.10235779782803,12.568370890732124,13.172559434149562,11.281779184309343,10.032542617247133,8.721139954316223,7.661885193152063,6.6275254611434615,5.415786216204498,4.4615586631122905,3.2506540102926436,1.9615331915292722,0.7729537923926214,-0.013304673021938718,-1.6201033531586098,-2.3425671329550486,-3.214524648214027,-3.651700203724191,-2.3217180761125746,-1.0220880243603852,-0.2039915209493901,1.2065218148088306,-8.277448248260578,-7.014065955339464,-5.736069534575578,-4.462426287931182,-2.851695042310424,-2.080289528716193,-0.48769721950028927,0.7442680168059431,1.895525439429408,3.333542563037083,4.683030608888952,5.4932243574392245,6.603367962408857,7.593560769547202,9.016251540138416,10.219921228621294,8.6588752945308,7.7479885122484795,6.155429166675133,5.036998001493976,3.574447970975021,2.421199307092448,0.9569471387714641,-0.2081728752679799,-1.6927504052283566,-2.442841953152336,-3.6031024676291334,-5.074276350387369,-6.1387035600924,-7.145318780447919,2.418387842487798,13.262768409424282,6.535723500878051,-4.308657066058434,-8.19877204270037,3.990318087086211,9.975230357188941,-2.213859772597639,9.004016219578016,16.314855441364177,4.477055671682924,0.888229157244286,48.34117380540046
1,-2.672137887508069,-1.7014194659222988,-0.4343746617819938,0.46243378929361373,1.5358804782977475,3.0724816997446,4.034768425146772,5.041362306172828,6.39916659571789,7.226863395160399,7.330434301539275,6.948456419654589,6.071557320777525,6.109341454758282,5.415424392810656,4.885802234621515,4.237846470860933,2.84420034523267,1.7316958344754039,0.8466496746510782,-0.27703749946648676,-1.5677957151777364,-2.6107443551503513,-3.575098059873907,-4.730767969504203,-4.715450356719454,-4.248124626043942,-4.15621847765794,-3.612884340305837,-3.1332688718581005,-0.6481608412996347,0.039346906557871264,0.38778344377624585,0.6387163628577421,0.8137814495921455,1.1968841285525988,1.8397227363172912,2.1442149453635286,2.8071527403171057,3.147609186558891,4.068512312782924,5.242999250018858,6.4370348303114495,7.549697716585929,8.366820214755295,9.657279313357874,9.481192638131766,8.975920843672853,8.406901121935968,8.28666617736726,7.5460392922470705,7.167826277633361,7.096685951982651,6.561636407464073,6.188398951965864,5.130515411231296,3.7169908609827877,2.9064578426726615,1.7528326681217,0.4514176896271075,-2.7262271083759235,7.457334264536305,5.124388540228434,-5.059172832683794,-0.5618551631031359,3.0501868578888165,9.627545544496218,6.015503523504266,6.978845394824004,10.805173288628074,1.1990807159262555,4.532845190696541,19.529260090750057
2,5.229832402250508,3.9164031441821265,2.8253053115091573,1.439078030424183,0.060019168823047864,-1.703871734948796,-2.6773242240368766,-4.192876129758321,-5.756265128524028,-6.725257880424298,-7.561684898550846,-8.268948133311627,-9.13314178764772,-10.103763070092661,-10.862231244282611,-11.60659570015649,-10.698114021211925,-9.038794213809021,-7.545610865152304,-6.3273274971336555,-4.9586875613276264,-3.7823185088255222,-2.2842262857174016,-0.6841448957608536,0.3881680048387818,1.1213495748857596,1.9362205259921763,2.7650105690297497,3.6740114970437574,4.634315673800949,-4.29429080070618,-3.354409700050856,-2.1648270329256527,-1.354476243334148,-0.6672660423071717,0.2216635055578849,1.0587672298593094,1.8288860859716212,2.4696948095160067,2.6172246217924253,0.840415203297967,-0.1526049783157568,-1.9496664095768963,-3.0594661662872227,-4.327466219090546,-5.764227529117908,-6.716334195579672,-7.717849403609914,-8.25180644993338,-9.339318292218353,-10.14096932636851,-10.72719965667336,-11.958432938627173,-12.631798470762917,-12.274446714854752,-11.036190885379465,-9.630812258273032,-8.171889628437393,-6.645345601101878,-5.333539725322898,5.326229632665996,-6.346411795729555,-11.825639883026833,-0.15299845463128214,-4.087415662625,3.0872926625724375,-5.826946337610847,-13.001654662808285,10.463536562033704,13.701350206003552,-3.2497051251804177,-4.957181000117924,148.42261190907078
3,-8.87473589295269,-6.942966221043028,-5.060244697724725,-2.850471222837537,-0.8667114119752679,1.1093655451670865,3.5928218966482737,5.329516638995482,7.393690976679448,9.246177042380028,9.674903577175781,10.57197376598524,10.63109603949768,11.210174867498003,12.058264061748577,12.920276010444354,10.85514873989937,8.358968524234717,6.593596291383883,4.475171681943113,2.2224628094323955,0.4931725181661166,-1.5406515744662221,-4.0628977052622135,-5.458512981818546,-6.1380644612453015,-6.503202403055679,-7.005391481481423,-7.527684583451627,-8.14132752504401,-6.2952656762293735,-7.210488918449413,-7.61529183332798,-8.214097287165929,-8.790862512674694,-9.22956733234223,-10.282309213886943,-10.92052494325819,-11.431705254349032,-11.264528913784712,-9.416545414819625,-7.369660003946694,-5.29705023005368,-2.938883616014984,-0.7659255245941681,1.2306615624043742,1.9699027258926625,2.100811902531784,2.619074333752461,3.7958608366118827,4.3395174824982785,4.715968209907359,5.3961685636293,6.167640335795914,5.582429280970808,3.701232059109964,1.7697889030177594,-0.5182353130511371,-2.386979545560206,-4.346030264099264,-9.029658658146671,8.901502372329313,12.644821325635709,-5.286339704840275,-6.515429389792823,-11.728041767114192,1.148813460448725,6.361425837770093,13.409915634999246,18.67345344860089,1.807581333744519,-2.683307964672049,343.7907818923638
4,7.822177367055351,6.869684490405775,5.986279946069616,5.341921989228112,4.454773659879447,3.3040897965217404,2.6514433800008375,1.5891956762092894,0.8127449184219557,-0.5224827412242053,-2.129997760107297,-3.4696241988770766,-4.250600568323293,-5.522395034595484,-6.865600267137264,-8.270409485810532,-7.084337624918345,-6.082357660291765,-5.72801858295381,-4.315993470894614,-3.7074721052046242,-2.1793745347420006,-1.2979017474799837,-0.281684355132893,0.921752434241008,2.1768635262256986,2.8125073852603686,4.498584445873814,5.734588209110022,6.775373612270026,-5.816901495992131,-4.557130417473928,-3.2279154910360766,-2.033207502195194,-0.33377917785624633,0.48445330011728815,2.4001163124539073,3.6333079831223842,4.578546040416261,3.669642974985554,2.5727359841556328,1.6485066519221605,0.3448976973991035,-0.6665068804499321,-1.210774404358168,-2.6786084123909304,-3.576673352616217,-4.7266757613712285,-6.033447298191299,-7.20923953672644,-8.457156720314403,-9.759966341348209,-11.29208932644373,-12.391472976467883,-11.008992221907548,-10.369849369106877,-9.379269748005196,-8.318565428436708,-7.098932800882399,-6.3180441783143,8.178228449737695,0.7290739102747419,-8.2067559497832,-0.7576014103202504,-5.497881929373358,4.400739412491664,-2.3238715476622773,-12.222492889527299,11.183445258654674,12.38840618572168,-0.014263750022753818,-3.9108767385178176,126.96309428479607
5,2.0514368446265943,0.6565265963663723,-0.06805820299813042,-1.1177023340739762,-2.297585230605041,-3.059561446910128,-4.518472299265477,-5.303999299527841,-6.331222248442275,-7.206419515307574,-8.462420545023653,-9.249965674131003,-8.179209375714423,-6.705266926780181,-5.542207050190482,-4.426117400364608,-3.75825060017344,-2.8240414527522617,-1.4639177904119143,-0.958633604925736,0.29072957213967,1.164124832499979,2.043769396706076,3.613799703132889,4.181952824643977,5.212646659592446,6.2349785241722095,4.739977251075937,3.608573880761765,2.5961905349198453,4.578411236794365,3.778151778155655,2.2933258880694547,1.158515782442431,-0.02532087501819038,-0.7925511791079173,-1.649641241013191,-2.9599131628072755,-3.8780234648742136,-5.135729155050518,-6.541441576045969,-7.4697276452971035,-8.601270302232331,-9.592424366444208,-10.155644565658342,-11.326522540506252,-10.14187252021063,-8.877087123853116,-8.056785405930201,-7.290328673353396,-5.599109831617065,-5.102446472708905,-3.647531537105512,-2.700832493088247,-1.6270515054011019,-0.32002001337491914,0.5581685199056104,1.7730969275498873,2.3544713124574286,3.7690238610095887,1.7540212195235827,-9.085930025638614,-4.644476305867984,6.195474939294211,4.576547551040161,-7.210553568976797,-11.295115268222542,0.49198585179441556,6.034082815126888,16.01375333302591,-1.4452275431722006,-3.359283858591191,227.39695507016665
6,-0.9097455458613681,-1.3759496336351122,-1.637869617725483,-2.6135596419936995,-2.774943613775513,-3.545123031561405,-3.7839148295564997,-4.355883688064633,-4.490755383848441,-5.129063038280236,-5.949873366999414,-5.123076451239989,-4.1005378636146546,-2.980088971550291,-1.9296162307944318,-0.8067431143781141,-0.20029492069783456,-0.018183683035870063,0.4064350026717302,1.2090039788899212,1.3857135151800217,1.9660129326027809,2.452417420396503,2.980235475755127,3.7824698139675674,3.754554497080467,3.8822436067742307,2.469746005171024,1.216989852289452,0.4524109232724401,6.155910773301146,5.5339114918136545,3.956866692376837,2.7515343637628216,1.6102266577564677,1.0392479707889837,-0.24778301310673628,-1.856375306816039,-2.4168822299582677,-3.8423340579567165,-4.685901078743618,-5.5718156704148845,-6.429748792333794,-6.75446888819151,-7.319452577273214,-7.527136324445335,-6.491861216369424,-5.409181338981689,-3.987809090182736,-2.8246301503288724,-1.7670044898808097,-1.0432132976195858,0.31272121190854507,1.1353824323359367,2.6540227940487604,3.821992925887773,4.238356203653644,4.81552716796684,5.209027302932141,5.726580369484151,-0.982084646047868,-5.977026671390608,-0.8037109553021811,4.191231070040559,6.448299243837051,-5.557949617085076,-7.710196532835872,4.2960523280862555,5.603156457273554,13.003824727630288,-0.8928978006750246,-0.6309486444994103,247.41129614593342
7,-3.196123554779436,-3.740237466009092,-3.7505481031276715,-3.9160241173942443,-3.896115108519823,-4.079361470477682,-4.121176081330286,-4.276489040642594,-4.161926415046933,-4.359672825947818,-4.795403447592868,-4.735882646835785,-3.421993836506111,-2.0118745036546466,-0.9152978250311476,0.5471007039913056,0.3359233925527601,0.6663852869216764,0.8064745136315445,1.1192368951892633,1.0603557379896436,1.0518867374469922,1.476069220706965,1.3573316567389544,1.4488680222581491,1.3877425375447456,1.761145546973435,0.25928126492527803,-1.0022803791473915,-2.264523619796982,6.417333607013737,5.083243683270426,3.786944741610422,2.531136033822992,1.3794286834839014,-0.2366012476345261,-1.4661366515780938,-2.589408676341689,-3.764802847141096,-5.081944610052309,-6.495685641458741,-7.657184600907971,-7.944308857216097,-7.800342180392764,-7.8485652877726855,-8.28493739563672,-6.8414735763365515,-5.630450547944183,-4.504571301329198,-3.1156984936589085,-1.5602879810001884,-0.755499930024177,0.5204766021238223,2.26669275588196,3.207182978616174,4.527033662798948,5.561052977186188,5.770882131924553,5.807069106729118,5.993807636138091,-3.435909235187181,-4.751913904176481,0.41303637256560544,1.7290410415549053,6.2019891272536665,-7.6227484846415745,-8.114410523380142,5.710327088515099,5.188298653851252,13.887232925480603,-1.5114364313107878,-0.9562106980632379,264.56228429173655
8,-11.947716627135897,-10.192393851278489,-8.836137226860004,-7.729853472099661,-6.284108567589548,-4.618730123953362,-3.472909469708973,-2.0187071822686025,-0.44866036087117234,0.7736119829180665,1.322141644797005,2.1004690347797412,2.7144661011247315,3.1811936214398653,4.091387365954923,4.5333933120072,3.023331816271889,1.789649084072602,0.40334434457816914,-0.8730891121619495,-2.391096956634367,-4.0706395071714585,-5.413542319325356,-6.80108777141905,-7.936900910756548,-8.255884782373892,-9.321576957664037,-9.766973867304927,-10.418824793689486,-10.938584444895659,1.9738727306588149,1.053475634343472,0.33307615291134984,0.10621041820608768,-0.6603393220062699,-1.2557912868475054,-2.06367489377578,-2.7637475299995184,-3.613855169347338,-3.0187226104941054,-1.5465040182067114,-0.3555769309003256,1.0168526331788792,2.561038405335392,4.1047946986813155,5.2412583239535575,6.166668479333577,6.5875255116394165,7.211476793756664,8.056527433166124,8.405567735905162,9.220905659645886,10.071293296936286,10.796679274147818,10.105041306624885,9.03849483681943,7.740162332692473,5.874363369562762,4.794330203292283,3.1738079382828097,-11.77808512630702,0.24308148024668208,4.540305014264659,-7.480861592289044,1.8806662479986924,-3.800528940602157,5.292212697932482,10.97340788653333,10.057041344573438,13.296030435942274,-3.618890056021181,3.586439472965587,334.70461366644827
9,1.2382488010981032,0.902202551854373,1.0039454381280997,0.855903455425811,0.8240043637349607,0.6743177010523697,0.3289731960185825,0.7358115715799038,0.48809917702608796,0.36250123768385834,-0.15804194416752965,-0.5246512738014839,-2.517646980342873,-3.738415173049813,-5.400478474967063,-7.799642333839468,-7.511106911418078,-7.429053654155692,-7.259633234307148,-7.0027623531868235,-6.9411702717188115,-7.239942781561673,-6.742751730342323,-6.645599914017683,-6.997849844669204,-6.8917091902128,-6.197751703462645,-4.539284414997704,-2.8968288808109,-0.6716858430934166,-10.883450615962458,-9.160308152964781,-7.787522390338334,-5.968080385495809,-3.9155813518016203,-2.3159519365052943,-0.7720563544825545,0.7241820681468342,2.5379297823835616,4.098333285596204,5.824753400476862,6.990072820834564,7.094237933852021,6.763290517318035,6.939316232863628,6.627817250300087,4.792975370117295,3.0946332930702143,1.55340424059644,0.21574425858857915,-2.087989110351052,-3.2106069215321247,-5.448187009633871,-6.876342265475027,-9.004373211057093,-10.449197049822741,-11.59269616858329,-11.053469244897608,-11.486999316068847,-11.461716573774785,0.8505493261290491,0.13147563273983254,-7.434630610403085,-6.715556917013868,-11.194086713205577,7.0911885273754915,6.793649229265418,-11.49162601131565,7.571954392126651,18.299408668050766,-3.2920406421370174,-2.200218741970079,92.2520125451052
